order_id,placed_at,zone,platform,status,total_amount,prep_time_seconds,delivery_time_seconds,cancellation_reason,weather_flag
492597,2026-07-31T08:06:43,Zone 1,swiggy,delivered,309,710,1541,,false
492539,2026-07-31T08:56:17,Zone 2,zomato,delivered,248,1019,1953,,false
492642,2026-07-31T09:01:31,Zone 1,zomato,delivered,250,439,1765,,false
492594,2026-07-31T11:02:14,Zone 3,swiggy,delivered,378,1204,2295,,false
492620,2026-07-31T11:32:31,Zone 3,zomato,delivered,248,449,1222,,false
492559,2026-07-31T11:58:06,Zone 2,zomato,cancelled,762,1081,2423,address_issue,false
492527,2026-07-31T12:10:51,Zone 2,zomato,delivered,185,890,1815,,false
492624,2026-07-31T12:25:39,Zone 2,zomato,delivered,491,862,2116,,false
492515,2026-07-31T12:28:26,Zone 3,swiggy,delivered,546,1248,2283,,false
492532,2026-07-31T12:31:19,Zone 3,swiggy,delivered,99,1128,1781,,false
492586,2026-07-31T12:33:55,Zone 2,zomato,delivered,388,1158,2458,,false
492556,2026-07-31T12:45:09,Zone 2,swiggy,delivered,227,634,1522,,false
492610,2026-07-31T13:26:43,Zone 3,swiggy,delivered,317,1405,2472,,false
492529,2026-07-31T13:27:00,Zone 1,swiggy,delivered,356,469,1610,,false
492590,2026-07-31T14:22:30,Zone 2,swiggy,delivered,443,1186,2019,,false
492545,2026-07-31T14:45:41,Zone 2,zomato,delivered,165,678,1568,,false
492572,2026-07-31T17:34:15,Zone 1,swiggy,delivered,366,1065,2030,,false
492606,2026-07-31T17:47:17,Zone 3,swiggy,delivered,366,1101,2204,,false
492634,2026-07-31T17:57:14,Zone 1,swiggy,delivered,230,1154,1839,,false
492524,2026-07-31T18:08:34,Zone 2,zomato,delivered,178,869,2009,,false
492648,2026-07-31T18:10:23,Zone 3,swiggy,delivered,211,461,1473,,false
492618,2026-07-31T18:36:02,Zone 3,swiggy,delivered,240,490,1358,,false
492551,2026-07-31T19:01:39,Zone 2,zomato,delivered,108,622,1519,,false
492564,2026-07-31T19:05:18,Zone 1,swiggy,delivered,530,1380,2631,,false
492542,2026-07-31T19:28:16,Zone 1,swiggy,delivered,654,939,1828,,false
492519,2026-07-31T19:28:34,Zone 1,swiggy,delivered,210,598,1869,,false
492588,2026-07-31T19:41:18,Zone 1,zomato,cancelled,290,502,1683,courier_no_show,false
492645,2026-07-31T19:44:03,Zone 1,zomato,delivered,569,1390,2090,,false
492632,2026-07-31T19:55:11,Zone 2,swiggy,delivered,357,915,2124,,false
492612,2026-07-31T20:10:27,Zone 3,swiggy,delivered,521,497,1247,,false
492636,2026-07-31T20:29:10,Zone 1,swiggy,delivered,250,534,1276,,false
492535,2026-07-31T20:31:23,Zone 2,swiggy,delivered,282,1105,2242,,false
492549,2026-07-31T20:39:40,Zone 1,swiggy,delivered,466,982,2315,,false
492578,2026-07-31T20:41:27,Zone 3,swiggy,delivered,193,1115,1978,,false
492507,2026-07-31T20:55:16,Zone 2,zomato,delivered,255,1265,1990,,false
492544,2026-07-31T20:59:51,Zone 1,zomato,delivered,270,628,1667,,false
492580,2026-07-31T21:33:31,Zone 2,zomato,delivered,266,1329,2575,,false
492520,2026-07-31T22:02:57,Zone 2,zomato,delivered,251,797,1861,,false
492626,2026-07-31T22:14:39,Zone 1,swiggy,delivered,366,675,1843,,false
492602,2026-07-31T22:21:26,Zone 3,swiggy,delivered,226,1135,2016,,false
492512,2026-07-31T22:40:48,Zone 3,swiggy,delivered,266,1229,1884,,false
492566,2026-07-31T23:19:58,Zone 1,zomato,delivered,582,524,1595,,false
492635,2026-07-31T23:27:19,Zone 3,swiggy,delivered,499,413,1325,,false
492770,2026-08-01T07:16:05,Zone 1,zomato,delivered,335,1053,2146,,false
492662,2026-08-01T08:42:55,Zone 3,zomato,delivered,460,497,1148,,false
492795,2026-08-01T09:20:14,Zone 1,zomato,delivered,99,631,1606,,false
492807,2026-08-01T09:59:56,Zone 2,zomato,delivered,499,1201,1868,,false
492757,2026-08-01T10:16:50,Zone 2,swiggy,delivered,365,460,1761,,false
492781,2026-08-01T10:48:09,Zone 2,zomato,delivered,380,758,1564,,false
492686,2026-08-01T11:12:29,Zone 2,swiggy,delivered,312,1009,2331,,false
492755,2026-08-01T11:51:16,Zone 2,swiggy,delivered,350,1009,1982,,false
492726,2026-08-01T12:01:31,Zone 3,swiggy,delivered,299,1343,2686,,false
492684,2026-08-01T12:02:00,Zone 3,zomato,delivered,404,1075,1928,,false
492674,2026-08-01T12:33:07,Zone 3,swiggy,delivered,345,940,2243,,false
492745,2026-08-01T12:37:08,Zone 2,swiggy,delivered,230,482,1692,,false
492691,2026-08-01T12:49:25,Zone 2,zomato,delivered,501,1368,2467,,false
492720,2026-08-01T12:50:49,Zone 1,swiggy,delivered,369,741,1824,,false
492802,2026-08-01T12:51:06,Zone 3,zomato,delivered,307,1150,2465,,false
492696,2026-08-01T13:18:38,Zone 1,swiggy,cancelled,133,717,1838,courier_no_show,false
492771,2026-08-01T13:21:58,Zone 3,swiggy,delivered,246,1300,2167,,false
492710,2026-08-01T13:30:43,Zone 1,swiggy,delivered,224,1377,2230,,false
492801,2026-08-01T13:35:24,Zone 2,zomato,delivered,375,959,2238,,false
492713,2026-08-01T13:42:03,Zone 1,zomato,delivered,331,500,1793,,false
492749,2026-08-01T14:20:08,Zone 2,swiggy,delivered,354,1208,1967,,false
492731,2026-08-01T14:24:09,Zone 2,zomato,delivered,265,1154,2040,,false
492663,2026-08-01T15:04:20,Zone 1,swiggy,delivered,384,809,1915,,false
492735,2026-08-01T15:20:40,Zone 1,swiggy,delivered,219,1133,2044,,false
492775,2026-08-01T15:32:23,Zone 1,zomato,delivered,536,1138,1995,,false
492756,2026-08-01T16:19:23,Zone 1,swiggy,delivered,344,704,1765,,false
492818,2026-08-01T16:43:01,Zone 3,swiggy,delivered,756,1010,2146,,false
492665,2026-08-01T18:06:02,Zone 3,zomato,delivered,290,474,1228,,false
492824,2026-08-01T18:11:24,Zone 2,swiggy,delivered,463,1276,2379,,false
492664,2026-08-01T19:29:56,Zone 1,zomato,delivered,442,1358,2530,,false
492816,2026-08-01T19:33:19,Zone 2,swiggy,delivered,448,1384,2724,,false
492788,2026-08-01T19:45:14,Zone 3,zomato,delivered,235,1083,1783,,false
492701,2026-08-01T19:50:23,Zone 1,swiggy,delivered,110,898,1651,,false
492708,2026-08-01T20:01:43,Zone 1,swiggy,delivered,356,1268,1993,,false
492706,2026-08-01T20:08:22,Zone 3,swiggy,delivered,253,726,1710,,false
492806,2026-08-01T20:14:41,Zone 1,zomato,delivered,378,1301,2262,,false
492697,2026-08-01T20:28:23,Zone 3,swiggy,delivered,323,911,1593,,false
492736,2026-08-01T20:28:54,Zone 1,swiggy,delivered,269,529,1825,,false
492762,2026-08-01T20:55:32,Zone 3,swiggy,delivered,147,1285,2156,,false
492790,2026-08-01T21:01:14,Zone 2,zomato,delivered,261,1137,2030,,false
492741,2026-08-01T21:10:49,Zone 3,swiggy,delivered,126,507,1237,,false
492777,2026-08-01T21:29:33,Zone 1,swiggy,delivered,224,1194,2064,,false
492670,2026-08-01T21:33:32,Zone 1,zomato,delivered,100,1321,2241,,false
492717,2026-08-01T21:36:54,Zone 2,swiggy,delivered,338,761,1561,,false
492651,2026-08-01T21:52:46,Zone 3,swiggy,delivered,484,761,2063,,false
492784,2026-08-01T21:59:28,Zone 1,zomato,delivered,388,895,1706,,false
492680,2026-08-01T22:02:22,Zone 1,zomato,delivered,254,922,1838,,false
492810,2026-08-01T22:17:18,Zone 1,zomato,delivered,264,804,1617,,false
492791,2026-08-01T22:25:15,Zone 3,swiggy,delivered,99,789,1724,,false
492657,2026-08-01T22:40:41,Zone 3,swiggy,delivered,99,536,1778,,false
492767,2026-08-01T22:42:43,Zone 1,swiggy,delivered,321,1021,1715,,false
492655,2026-08-01T23:39:45,Zone 1,zomato,delivered,326,1152,1963,,false
492941,2026-08-02T01:39:28,Zone 2,swiggy,delivered,434,822,2338,,false
493040,2026-08-02T07:53:44,Zone 1,swiggy,delivered,553,746,2256,,false
492855,2026-08-02T08:01:39,Zone 2,swiggy,delivered,134,1051,2452,,true
492869,2026-08-02T08:42:16,Zone 1,zomato,delivered,312,897,2424,,false
492998,2026-08-02T08:42:32,Zone 2,swiggy,delivered,209,1132,2660,,false
492858,2026-08-02T09:05:54,Zone 1,zomato,delivered,168,826,2412,,false
492856,2026-08-02T09:20:27,Zone 2,zomato,delivered,359,1181,2479,,false
492835,2026-08-02T09:44:05,Zone 1,swiggy,delivered,506,712,1846,,true
493025,2026-08-02T10:02:28,Zone 2,zomato,delivered,166,1137,2106,,false
492950,2026-08-02T10:15:20,Zone 1,zomato,delivered,452,610,2069,,true
492979,2026-08-02T10:38:57,Zone 2,zomato,delivered,509,685,1498,,false
492888,2026-08-02T12:14:50,Zone 3,zomato,delivered,417,581,1750,,true
493082,2026-08-02T12:19:39,Zone 2,zomato,delivered,471,631,1979,,false
493054,2026-08-02T12:22:20,Zone 2,swiggy,delivered,219,1354,2908,,false
492829,2026-08-02T12:29:13,Zone 3,zomato,cancelled,176,1116,3680,restaurant_closed_early,true
493015,2026-08-02T12:36:29,Zone 3,swiggy,delivered,363,887,2203,,false
493083,2026-08-02T12:47:40,Zone 3,swiggy,delivered,525,555,1806,,false
492992,2026-08-02T12:49:13,Zone 2,swiggy,delivered,120,632,1975,,false
493045,2026-08-02T13:00:15,Zone 2,zomato,delivered,506,679,2257,,true
493070,2026-08-02T13:00:31,Zone 2,swiggy,delivered,245,687,1804,,false
492921,2026-08-02T13:22:04,Zone 3,zomato,delivered,305,535,1777,,true
492952,2026-08-02T13:29:21,Zone 2,zomato,delivered,169,494,1996,,false
493038,2026-08-02T13:32:48,Zone 3,swiggy,delivered,273,1417,2757,,true
493051,2026-08-02T13:44:03,Zone 1,swiggy,delivered,322,1222,2025,,true
493096,2026-08-02T14:09:10,Zone 3,zomato,delivered,367,699,2161,,true
493058,2026-08-02T14:17:51,Zone 3,swiggy,cancelled,353,1032,3088,weather_delay,true
493066,2026-08-02T14:18:18,Zone 2,swiggy,cancelled,250,959,,customer_cancelled_predispatch,false
492873,2026-08-02T14:20:46,Zone 1,swiggy,delivered,513,559,1677,,false
492928,2026-08-02T14:35:18,Zone 3,swiggy,delivered,281,1105,2271,,true
492836,2026-08-02T14:35:41,Zone 2,swiggy,delivered,385,1081,2139,,true
492883,2026-08-02T14:48:07,Zone 2,zomato,cancelled,192,984,1920,courier_no_show,false
492841,2026-08-02T14:51:37,Zone 2,zomato,delivered,224,624,1978,,false
492957,2026-08-02T14:58:16,Zone 3,swiggy,delivered,225,465,1787,,true
492922,2026-08-02T14:59:29,Zone 1,swiggy,delivered,263,853,1714,,true
493090,2026-08-02T15:03:20,Zone 2,swiggy,delivered,345,535,1431,,false
492847,2026-08-02T15:06:18,Zone 3,zomato,delivered,99,889,2614,,true
492972,2026-08-02T15:11:29,Zone 3,zomato,delivered,302,414,1698,,true
493087,2026-08-02T16:10:11,Zone 1,swiggy,delivered,692,925,1934,,false
492853,2026-08-02T16:53:06,Zone 2,swiggy,delivered,371,657,2144,,false
492940,2026-08-02T17:05:10,Zone 2,zomato,delivered,503,696,1865,,false
493102,2026-08-02T17:20:08,Zone 3,swiggy,delivered,362,1091,3060,,true
492968,2026-08-02T17:25:11,Zone 3,zomato,delivered,155,538,2095,,true
492949,2026-08-02T17:39:19,Zone 2,swiggy,cancelled,295,981,2949,weather_delay,true
492959,2026-08-02T18:18:06,Zone 2,swiggy,delivered,386,974,2096,,true
493021,2026-08-02T18:39:54,Zone 3,swiggy,delivered,310,1013,2357,,true
492990,2026-08-02T18:57:54,Zone 3,zomato,delivered,101,1206,3260,,false
492943,2026-08-02T19:20:04,Zone 2,zomato,delivered,141,490,1333,,false
493036,2026-08-02T19:21:40,Zone 3,zomato,delivered,561,1027,2584,,true
493081,2026-08-02T19:25:06,Zone 3,swiggy,cancelled,465,1130,3348,weather_delay,true
492916,2026-08-02T19:36:31,Zone 3,zomato,delivered,541,1278,3211,,false
493043,2026-08-02T19:55:12,Zone 3,zomato,cancelled,331,1038,3450,weather_delay,true
492906,2026-08-02T20:01:20,Zone 2,swiggy,delivered,449,1145,2564,,true
492956,2026-08-02T20:14:07,Zone 3,zomato,cancelled,596,1161,2493,weather_delay,true
492983,2026-08-02T20:22:36,Zone 2,swiggy,delivered,433,1474,2436,,false
492912,2026-08-02T20:24:15,Zone 1,swiggy,cancelled,250,1021,2304,weather_delay,false
492901,2026-08-02T20:27:49,Zone 3,swiggy,delivered,244,707,1741,,true
492877,2026-08-02T20:33:46,Zone 3,swiggy,delivered,404,1203,2379,,true
492958,2026-08-02T20:35:01,Zone 2,zomato,delivered,240,898,2104,,false
493004,2026-08-02T20:47:15,Zone 3,zomato,delivered,367,1080,2775,,true
492987,2026-08-02T20:48:21,Zone 2,swiggy,delivered,250,590,1366,,false
492960,2026-08-02T20:49:12,Zone 2,swiggy,delivered,178,648,2241,,true
493062,2026-08-02T20:50:00,Zone 2,swiggy,delivered,173,1134,2437,,false
493077,2026-08-02T20:52:53,Zone 3,swiggy,cancelled,99,670,3442,weather_delay,false
493030,2026-08-02T20:53:22,Zone 1,swiggy,delivered,475,1065,2015,,false
493011,2026-08-02T21:32:23,Zone 2,zomato,delivered,333,565,1556,,false
492864,2026-08-02T21:39:03,Zone 3,zomato,delivered,358,587,1831,,true
492892,2026-08-02T21:51:25,Zone 3,swiggy,delivered,215,1043,2399,,false
492833,2026-08-02T21:54:33,Zone 3,zomato,delivered,393,1095,2594,,true
492895,2026-08-02T21:59:11,Zone 1,zomato,delivered,222,731,2175,,false
492965,2026-08-02T22:20:32,Zone 1,swiggy,cancelled,242,670,2341,weather_delay,false
493108,2026-08-02T22:28:09,Zone 2,zomato,delivered,186,830,1814,,false
492934,2026-08-02T22:40:16,Zone 2,swiggy,cancelled,764,1137,2811,weather_delay,true
493049,2026-08-02T22:43:51,Zone 1,swiggy,delivered,443,1145,2296,,true
493005,2026-08-02T22:44:25,Zone 3,zomato,delivered,338,908,2298,,true
492908,2026-08-02T22:44:56,Zone 3,swiggy,delivered,113,940,1965,,false
492977,2026-08-02T22:51:57,Zone 3,swiggy,cancelled,376,910,3497,address_issue,true
493075,2026-08-02T23:36:46,Zone 1,zomato,delivered,99,997,2244,,false
493208,2026-08-03T00:58:39,Zone 3,zomato,delivered,203,1059,3111,,true
493189,2026-08-03T01:48:02,Zone 1,zomato,delivered,259,734,1516,,true
493137,2026-08-03T06:28:00,Zone 1,swiggy,cancelled,467,1035,2460,weather_delay,false
493202,2026-08-03T08:17:22,Zone 2,zomato,delivered,647,890,2207,,false
493170,2026-08-03T08:23:33,Zone 2,swiggy,cancelled,229,420,1870,restaurant_closed_early,false
493186,2026-08-03T08:34:16,Zone 3,zomato,delivered,424,871,1961,,true
493194,2026-08-03T08:48:51,Zone 2,zomato,delivered,347,703,1966,,false
493317,2026-08-03T09:51:45,Zone 3,zomato,delivered,317,856,2170,,true
493167,2026-08-03T10:43:57,Zone 3,swiggy,delivered,258,1042,2699,,true
493246,2026-08-03T11:39:34,Zone 3,swiggy,delivered,495,1027,2260,,true
493176,2026-08-03T11:47:02,Zone 2,swiggy,delivered,361,770,1857,,true
493182,2026-08-03T12:09:28,Zone 2,swiggy,delivered,441,1101,2455,,true
493267,2026-08-03T12:40:42,Zone 1,swiggy,delivered,303,740,1728,,false
493147,2026-08-03T12:43:39,Zone 1,swiggy,delivered,392,789,2068,,false
493302,2026-08-03T13:23:56,Zone 3,zomato,cancelled,163,1322,4011,payment_failed,true
493153,2026-08-03T13:29:43,Zone 3,zomato,delivered,210,772,2851,,true
493287,2026-08-03T13:29:58,Zone 2,swiggy,delivered,389,1022,2500,,false
493281,2026-08-03T13:42:27,Zone 3,swiggy,delivered,394,1124,2785,,true
493161,2026-08-03T14:07:22,Zone 1,swiggy,delivered,530,520,1452,,false
493220,2026-08-03T14:08:45,Zone 2,zomato,delivered,113,1300,2814,,true
493131,2026-08-03T14:23:43,Zone 1,zomato,delivered,137,1315,2309,,false
493218,2026-08-03T14:35:51,Zone 1,swiggy,cancelled,416,664,1829,weather_delay,false
493187,2026-08-03T14:36:26,Zone 2,swiggy,delivered,306,1022,2508,,false
493114,2026-08-03T15:09:57,Zone 2,zomato,cancelled,175,725,2185,weather_delay,false
493250,2026-08-03T15:24:33,Zone 3,swiggy,delivered,665,717,2312,,true
493206,2026-08-03T15:34:33,Zone 3,swiggy,delivered,334,1020,2283,,true
493292,2026-08-03T15:39:03,Zone 3,swiggy,delivered,100,1174,2419,,false
493265,2026-08-03T15:41:45,Zone 1,swiggy,delivered,264,577,2000,,true
493211,2026-08-03T15:44:29,Zone 3,swiggy,delivered,201,603,1731,,true
493294,2026-08-03T15:53:51,Zone 2,swiggy,delivered,415,817,2425,,true
493163,2026-08-03T16:49:39,Zone 3,zomato,delivered,280,1031,2450,,true
493307,2026-08-03T17:45:18,Zone 1,zomato,delivered,399,1140,1937,,true
493145,2026-08-03T17:47:23,Zone 3,swiggy,delivered,260,800,2817,,true
493125,2026-08-03T18:23:40,Zone 1,zomato,delivered,159,1103,2343,,true
493235,2026-08-03T18:27:37,Zone 3,swiggy,delivered,228,1062,2406,,false
493109,2026-08-03T18:34:16,Zone 2,zomato,delivered,228,844,1663,,false
493258,2026-08-03T18:53:17,Zone 3,zomato,delivered,189,1158,2853,,true
493241,2026-08-03T18:56:10,Zone 3,zomato,delivered,99,644,2563,,true
493254,2026-08-03T19:21:11,Zone 1,swiggy,delivered,99,478,1656,,false
493299,2026-08-03T19:23:23,Zone 3,swiggy,delivered,438,1018,2506,,true
493141,2026-08-03T19:46:03,Zone 3,swiggy,delivered,293,834,2253,,true
493224,2026-08-03T19:48:58,Zone 1,swiggy,delivered,233,1320,2814,,false
493230,2026-08-03T20:06:08,Zone 1,swiggy,delivered,350,1389,2830,,true
493270,2026-08-03T20:09:21,Zone 2,zomato,delivered,469,709,1860,,false
493155,2026-08-03T20:16:53,Zone 2,swiggy,delivered,389,1154,2164,,false
493277,2026-08-03T20:18:25,Zone 2,swiggy,delivered,385,1450,2999,,false
493310,2026-08-03T20:35:09,Zone 3,swiggy,cancelled,435,1209,4047,weather_delay,true
493304,2026-08-03T20:41:32,Zone 3,swiggy,cancelled,144,1115,3825,weather_delay,true
493144,2026-08-03T20:41:58,Zone 2,zomato,delivered,585,537,1993,,true
493322,2026-08-03T20:47:46,Zone 1,swiggy,delivered,126,1252,2605,,false
493234,2026-08-03T21:05:33,Zone 1,zomato,delivered,186,1362,2574,,false
493316,2026-08-03T21:18:00,Zone 3,zomato,delivered,298,1264,2896,,false
493191,2026-08-03T21:18:34,Zone 3,swiggy,delivered,320,1291,2451,,false
493326,2026-08-03T21:27:34,Zone 1,swiggy,delivered,162,609,1901,,true
493320,2026-08-03T21:38:58,Zone 1,zomato,cancelled,285,1325,,customer_cancelled_predispatch,false
493331,2026-08-03T21:45:13,Zone 1,swiggy,delivered,376,498,2067,,true
493264,2026-08-03T21:48:48,Zone 3,swiggy,delivered,293,1087,3018,,true
493214,2026-08-03T21:53:33,Zone 3,swiggy,delivered,463,854,1937,,true
493124,2026-08-03T22:02:21,Zone 3,swiggy,delivered,602,764,2823,,true
493200,2026-08-03T22:06:30,Zone 2,swiggy,cancelled,538,662,1936,weather_delay,false
493298,2026-08-03T22:23:38,Zone 3,swiggy,delivered,370,742,2366,,true
493233,2026-08-03T22:26:04,Zone 3,swiggy,delivered,333,763,2124,,true
493288,2026-08-03T22:26:17,Zone 2,swiggy,delivered,250,544,1507,,false
493271,2026-08-03T22:29:41,Zone 1,swiggy,delivered,357,491,1618,,false
493289,2026-08-03T22:36:32,Zone 3,swiggy,delivered,327,762,2038,,false
493120,2026-08-03T23:57:25,Zone 3,zomato,cancelled,222,396,2707,weather_delay,true
493343,2026-08-04T08:30:05,Zone 3,swiggy,delivered,352,889,2094,,false
493342,2026-08-04T09:09:14,Zone 3,zomato,delivered,322,1186,2323,,false
493413,2026-08-04T09:26:41,Zone 1,zomato,delivered,1020,701,1986,,false
493380,2026-08-04T10:39:49,Zone 3,zomato,delivered,524,1131,1897,,false
493366,2026-08-04T10:43:20,Zone 3,zomato,delivered,369,444,1486,,false
493369,2026-08-04T12:11:13,Zone 1,swiggy,delivered,493,947,1797,,false
493408,2026-08-04T12:32:48,Zone 3,zomato,cancelled,1190,914,1636,courier_no_show,false
493396,2026-08-04T13:10:36,Zone 2,swiggy,delivered,223,470,1645,,false
493399,2026-08-04T13:51:05,Zone 2,swiggy,delivered,453,1137,1838,,false
493411,2026-08-04T13:51:43,Zone 2,swiggy,cancelled,263,870,2251,restaurant_rejected,false
493422,2026-08-04T13:57:48,Zone 1,zomato,delivered,397,645,1627,,false
493420,2026-08-04T14:50:55,Zone 3,swiggy,delivered,432,1317,2148,,false
493426,2026-08-04T16:00:44,Zone 1,swiggy,delivered,364,863,1600,,false
493344,2026-08-04T16:02:20,Zone 1,zomato,delivered,268,795,1808,,false
493392,2026-08-04T17:47:30,Zone 1,swiggy,delivered,323,438,1408,,false
493379,2026-08-04T17:56:20,Zone 3,swiggy,delivered,271,1025,2374,,false
493402,2026-08-04T18:07:06,Zone 2,swiggy,delivered,196,509,1439,,false
493440,2026-08-04T18:14:20,Zone 1,swiggy,delivered,203,573,1736,,false
493355,2026-08-04T18:24:55,Zone 1,swiggy,delivered,310,955,2245,,false
493337,2026-08-04T18:41:33,Zone 1,swiggy,delivered,288,569,1620,,false
493452,2026-08-04T19:39:18,Zone 3,swiggy,delivered,214,1320,2628,,false
493419,2026-08-04T19:44:06,Zone 3,zomato,delivered,302,673,1485,,false
493446,2026-08-04T19:45:05,Zone 3,zomato,delivered,114,923,1645,,false
493338,2026-08-04T19:55:37,Zone 2,swiggy,delivered,204,1408,2545,,false
493350,2026-08-04T20:22:03,Zone 2,swiggy,delivered,450,1345,2153,,false
493385,2026-08-04T20:27:31,Zone 2,swiggy,delivered,456,1363,2148,,false
493421,2026-08-04T20:38:36,Zone 2,zomato,delivered,265,556,1691,,false
493374,2026-08-04T20:44:33,Zone 1,zomato,cancelled,183,1085,1934,item_unavailable,false
493405,2026-08-04T20:50:21,Zone 2,zomato,delivered,273,744,1745,,false
493361,2026-08-04T21:25:25,Zone 2,zomato,delivered,167,674,1344,,false
493429,2026-08-04T21:38:22,Zone 1,zomato,cancelled,294,597,1854,restaurant_closed_early,false
493433,2026-08-04T21:44:22,Zone 1,swiggy,delivered,328,572,1742,,false
493352,2026-08-04T21:48:47,Zone 1,swiggy,delivered,195,1079,1794,,false
493386,2026-08-04T22:34:01,Zone 1,swiggy,delivered,221,705,1915,,false
493353,2026-08-04T23:42:47,Zone 1,zomato,delivered,496,1183,2365,,false
493434,2026-08-04T23:59:45,Zone 2,swiggy,delivered,228,933,2109,,false
493600,2026-08-05T00:33:21,Zone 1,zomato,delivered,274,612,1542,,false
493621,2026-08-05T02:35:33,Zone 2,zomato,delivered,99,1088,2027,,false
493471,2026-08-05T09:05:21,Zone 2,zomato,cancelled,340,776,2108,weather_delay,false
493627,2026-08-05T09:27:50,Zone 3,zomato,delivered,144,1138,2248,,false
493536,2026-08-05T09:32:21,Zone 2,swiggy,delivered,282,494,1535,,false
493548,2026-08-05T11:13:16,Zone 1,swiggy,delivered,226,1145,1882,,false
493545,2026-08-05T11:49:33,Zone 2,zomato,delivered,591,820,1706,,false
493630,2026-08-05T12:31:50,Zone 3,zomato,delivered,347,1269,2469,,false
493651,2026-08-05T12:32:55,Zone 2,zomato,delivered,278,1015,1851,,false
493605,2026-08-05T12:36:22,Zone 3,swiggy,delivered,266,1056,2035,,false
493573,2026-08-05T13:20:13,Zone 1,zomato,delivered,196,1391,2412,,false
493567,2026-08-05T13:46:53,Zone 1,swiggy,delivered,422,678,1438,,false
493626,2026-08-05T13:48:28,Zone 3,zomato,delivered,196,807,2115,,false
493472,2026-08-05T13:59:46,Zone 2,zomato,delivered,155,538,1368,,false
493529,2026-08-05T14:14:03,Zone 1,zomato,delivered,420,747,1657,,false
493522,2026-08-05T14:28:08,Zone 2,swiggy,delivered,230,895,1858,,false
493628,2026-08-05T14:35:06,Zone 1,zomato,delivered,565,813,2048,,false
493587,2026-08-05T14:37:52,Zone 2,swiggy,cancelled,266,1052,2069,courier_no_show,false
493473,2026-08-05T14:41:05,Zone 3,zomato,delivered,215,848,1619,,false
493502,2026-08-05T14:52:42,Zone 1,swiggy,delivered,461,607,1588,,false
493543,2026-08-05T14:59:13,Zone 1,swiggy,delivered,204,571,1709,,false
493534,2026-08-05T15:15:00,Zone 3,zomato,delivered,516,1022,1831,,false
493518,2026-08-05T15:26:59,Zone 1,swiggy,delivered,119,633,1851,,false
493593,2026-08-05T15:58:47,Zone 2,zomato,delivered,508,773,1769,,false
493541,2026-08-05T16:40:36,Zone 3,swiggy,delivered,544,1109,2406,,false
493598,2026-08-05T16:55:19,Zone 2,swiggy,delivered,217,686,1959,,false
493581,2026-08-05T16:58:43,Zone 2,swiggy,delivered,202,414,1480,,false
493606,2026-08-05T17:13:02,Zone 1,zomato,delivered,554,576,1381,,false
493466,2026-08-05T17:35:07,Zone 1,zomato,delivered,289,634,1782,,false
493455,2026-08-05T18:05:44,Zone 1,zomato,delivered,403,647,1839,,false
493547,2026-08-05T18:06:02,Zone 3,zomato,cancelled,579,1061,2228,item_unavailable,false
493497,2026-08-05T18:23:58,Zone 3,swiggy,delivered,204,1312,2249,,false
493527,2026-08-05T18:31:30,Zone 2,zomato,delivered,254,562,1894,,false
493489,2026-08-05T18:56:07,Zone 1,swiggy,delivered,254,506,1696,,false
493512,2026-08-05T18:56:56,Zone 1,swiggy,delivered,377,1041,1904,,false
493641,2026-08-05T18:57:19,Zone 2,swiggy,delivered,342,874,1715,,false
493556,2026-08-05T18:59:00,Zone 2,swiggy,delivered,376,997,2302,,false
493575,2026-08-05T19:16:46,Zone 2,zomato,delivered,402,686,1973,,false
493561,2026-08-05T19:30:26,Zone 3,swiggy,delivered,716,847,1991,,false
493553,2026-08-05T19:56:51,Zone 1,swiggy,delivered,282,552,1543,,false
493612,2026-08-05T20:10:22,Zone 2,zomato,delivered,199,672,1465,,false
493483,2026-08-05T20:15:31,Zone 3,zomato,delivered,358,1213,1903,,false
493477,2026-08-05T20:55:58,Zone 1,zomato,delivered,510,1032,1918,,false
493460,2026-08-05T20:56:52,Zone 1,swiggy,delivered,182,957,1891,,false
493646,2026-08-05T21:22:02,Zone 3,swiggy,delivered,392,843,1533,,false
493491,2026-08-05T21:35:10,Zone 2,zomato,delivered,372,1101,1765,,false
493503,2026-08-05T21:47:37,Zone 2,zomato,delivered,322,969,2132,,false
493635,2026-08-05T22:20:08,Zone 3,swiggy,cancelled,253,1242,,customer_cancelled_predispatch,false
493617,2026-08-05T22:28:17,Zone 1,zomato,delivered,294,1134,1807,,false
493602,2026-08-05T22:28:18,Zone 2,zomato,delivered,209,974,1826,,false
493507,2026-08-05T22:45:48,Zone 3,zomato,delivered,208,1138,2282,,false
493659,2026-08-06T00:19:37,Zone 1,swiggy,delivered,300,921,2031,,false
493658,2026-08-06T07:15:32,Zone 1,swiggy,delivered,107,624,1541,,false
493695,2026-08-06T08:12:17,Zone 2,zomato,delivered,104,1083,1762,,false
493699,2026-08-06T08:52:13,Zone 3,swiggy,delivered,338,516,1545,,false
493813,2026-08-06T08:53:52,Zone 3,swiggy,delivered,265,690,1435,,false
493744,2026-08-06T09:38:51,Zone 1,swiggy,delivered,890,797,1888,,false
493777,2026-08-06T09:55:01,Zone 3,swiggy,delivered,207,1045,2285,,false
493761,2026-08-06T10:05:45,Zone 2,swiggy,cancelled,257,1060,2430,courier_no_show,false
493750,2026-08-06T10:18:43,Zone 2,swiggy,delivered,370,1169,2090,,false
